门店编号,下单时间,商品类别,商品名称,数量,小计金额,支付方式,就餐方式
5,2023/11/21 7:09,粗粮&小食,葱油饼,3,7.5,微信支付,外卖配送
10,2023/11/27 10:52,粗粮&小食,茶叶蛋,3,6,云闪付,打包带走
10,2023/11/27 10:52,鲜包,奥尔良鸡肉包,3,6,云闪付,打包带走
8,2023/10/13 10:42,鲜包,豆沙包,1,2,微信支付,外卖配送
8,2023/10/13 10:42,鲜包,豆沙包,3,6,微信支付,外卖配送
8,2023/10/13 10:42,粥,玉米汁,1,3,微信支付,外卖配送
7,2023/11/28 7:29,粗粮&小食,茶叶蛋,3,6,支付宝支付,外卖配送
14,2023/11/15 8:08,烧卖,糯米烧卖,2,3,微信支付,外卖配送
14,2023/11/15 8:08,鲜包,香辣粉丝包,3,6,微信支付,外卖配送
14,2023/11/15 8:08,粥,玉米汁,1,3,微信支付,外卖配送
13,2023/11/2 9:38,粥,南瓜粥,3,9,微信支付,打包带走
11,2023/10/28 11:23,粥,黑米粥,2,6,支付宝支付,外卖配送
11,2023/10/28 11:23,饮品,红枣豆浆,3,9,支付宝支付,外卖配送
11,2023/10/28 11:23,饮品,红枣豆浆,2,6,支付宝支付,外卖配送
3,2023/11/29 10:27,烧卖,糯米烧卖,1,1.5,云闪付,打包带走
3,2023/11/29 10:27,粗粮&小食,红糖馒头,3,4.5,云闪付,打包带走
15,2023/10/31 11:12,粥,黑米粥,1,3,云闪付,打包带走
15,2023/10/31 11:12,烧卖,糯米烧卖,2,3,云闪付,打包带走
15,2023/10/31 11:12,粥,玉米汁,2,6,云闪付,打包带走
5,2023/10/11 10:23,烧卖,咸蛋黄烧卖,3,7.5,支付宝支付,外卖配送
5,2023/10/11 10:23,粗粮&小食,粗粮馒头,3,6,支付宝支付,外卖配送
1,2023/10/12 6:21,粥,小米粥,3,9,支付宝支付,打包带走
7,2023/11/23 7:19,粗粮&小食,红糖馒头,3,4.5,云闪付,外卖配送
7,2023/11/23 7:19,鲜包,荠菜肉包,3,6,云闪付,外卖配送
7,2023/11/23 7:19,粥,玉米汁,1,3,云闪付,外卖配送
13,2023/10/31 11:05,烧卖,咸蛋黄烧卖,2,5,支付宝支付,外卖配送
13,2023/10/31 11:05,粥,南瓜粥,1,3,支付宝支付,外卖配送
13,2023/10/31 11:05,粥,银耳羹,2,6,支付宝支付,外卖配送
4,2023/10/4 11:53,鲜包,香辣粉丝包,2,4,云闪付,外卖配送
4,2023/10/4 11:53,鲜包,奥尔良鸡肉包,2,4,云闪付,外卖配送
4,2023/10/4 11:53,烧卖,糯米烧卖,2,3,云闪付,外卖配送
6,2023/11/13 9:34,饮品,豆浆,1,2.5,微信支付,外卖配送
11,2023/10/20 10:12,粥,小米粥,3,9,支付宝支付,外卖配送
11,2023/10/20 10:12,鲜包,奥尔良鸡肉包,1,2,支付宝支付,外卖配送
11,2023/10/20 10:12,烧卖,糯米烧卖,2,3,支付宝支付,外卖配送
15,2023/11/19 7:16,粥,玉米汁,2,6,微信支付,打包带走
15,2023/11/19 7:16,鲜包,酸豆角包,1,2,微信支付,打包带走
15,2023/11/19 7:16,粥,小米粥,1,3,微信支付,打包带走
4,2023/10/17 11:51,鲜包,酸豆角包,3,6,支付宝支付,打包带走
4,2023/10/17 11:51,粥,小米粥,2,6,支付宝支付,打包带走
4,2023/10/17 11:51,粗粮&小食,茶叶蛋,1,2,支付宝支付,打包带走
13,2023/11/10 8:14,粗粮&小食,水煮蛋,1,1.5,云闪付,打包带走
13,2023/11/10 8:14,饮品,豆浆,3,7.5,云闪付,打包带走
10,2023/10/6 7:44,粥,黑米粥,2,6,微信支付,外卖配送
10,2023/10/6 7:44,饮品,豆浆,1,2.5,微信支付,外卖配送
10,2023/10/6 7:44,粗粮&小食,粗粮馒头,3,6,微信支付,外卖配送
10,2023/11/14 7:20,鲜包,香菇菜包,1,2,支付宝支付,打包带走
10,2023/11/14 7:20,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
2,2023/11/14 9:02,饮品,红枣豆浆,2,6,微信支付,打包带走
2,2023/11/14 9:02,粗粮&小食,粗粮馒头,3,6,微信支付,打包带走
2,2023/11/14 9:02,粥,黑米粥,1,3,微信支付,打包带走
4,2023/11/15 8:43,粥,黑米粥,1,3,云闪付,外卖配送
4,2023/11/15 8:43,烧卖,鲜肉烧卖,3,6,云闪付,外卖配送
4,2023/10/16 8:31,鲜包,鲜汁肉包,2,5,支付宝支付,打包带走
1,2023/11/7 10:39,粥,南瓜粥,2,6,微信支付,打包带走
1,2023/11/7 10:39,饮品,豆浆,1,2.5,微信支付,打包带走
3,2023/11/11 6:53,烧卖,鲜肉烧卖,2,4,云闪付,打包带走
3,2023/11/11 6:53,烧卖,咸蛋黄烧卖,2,5,云闪付,打包带走
3,2023/11/11 6:53,烧卖,糯米烧卖,1,1.5,云闪付,打包带走
8,2023/10/17 11:21,饮品,豆浆,1,2.5,微信支付,外卖配送
8,2023/10/17 11:21,粥,小米粥,3,9,微信支付,外卖配送
8,2023/10/17 11:21,鲜包,荠菜肉包,1,2,微信支付,外卖配送
6,2023/11/6 10:18,粥,玉米汁,3,9,支付宝支付,外卖配送
6,2023/11/6 10:18,粥,南瓜粥,3,9,支付宝支付,外卖配送
6,2023/11/6 10:18,鲜包,荠菜肉包,3,6,支付宝支付,外卖配送
4,2023/11/12 7:08,饮品,无糖豆浆,3,9,支付宝支付,外卖配送
4,2023/11/12 7:08,饮品,无糖豆浆,3,9,支付宝支付,外卖配送
15,2023/11/1 8:58,饮品,豆浆,3,7.5,支付宝支付,外卖配送
15,2023/11/1 8:58,粥,银耳羹,3,9,支付宝支付,外卖配送
15,2023/11/1 8:58,鲜包,奶黄包,2,4,支付宝支付,外卖配送
8,2023/10/19 11:50,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
3,2023/10/21 6:12,粥,南瓜粥,2,6,云闪付,外卖配送
3,2023/10/21 6:12,粥,黑米粥,3,9,云闪付,外卖配送
3,2023/10/21 6:12,粥,黑米粥,3,9,云闪付,外卖配送
8,2023/11/29 8:01,饮品,无糖豆浆,3,9,云闪付,打包带走
8,2023/11/29 8:01,粥,南瓜粥,1,3,云闪付,打包带走
8,2023/11/4 8:35,鲜包,酸豆角包,3,6,支付宝支付,打包带走
8,2023/11/4 8:35,粗粮&小食,水煮蛋,2,3,支付宝支付,打包带走
2,2023/10/22 7:29,粥,小米粥,2,6,云闪付,打包带走
2,2023/10/22 7:29,烧卖,咸蛋黄烧卖,3,7.5,云闪付,打包带走
12,2023/11/6 8:20,粥,小米粥,1,3,云闪付,外卖配送
12,2023/11/6 8:20,鲜包,香辣粉丝包,3,6,云闪付,外卖配送
12,2023/11/6 8:20,饮品,豆浆,1,2.5,云闪付,外卖配送
7,2023/11/19 10:27,鲜包,香菇菜包,2,4,云闪付,外卖配送
13,2023/10/25 7:06,粗粮&小食,水煮蛋,2,3,微信支付,外卖配送
13,2023/10/25 7:06,烧卖,糯米烧卖,3,4.5,微信支付,外卖配送
2,2023/11/20 8:20,烧卖,咸蛋黄烧卖,2,5,云闪付,外卖配送
2,2023/11/20 8:20,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
9,2023/11/16 7:58,粥,玉米汁,1,3,支付宝支付,外卖配送
1,2023/10/8 11:04,粗粮&小食,粗粮馒头,3,6,支付宝支付,外卖配送
1,2023/10/8 11:04,鲜包,梅干菜肉包,1,2,支付宝支付,外卖配送
1,2023/10/8 11:04,鲜包,鲜汁肉包,1,2.5,支付宝支付,外卖配送
10,2023/11/25 8:06,粗粮&小食,红糖馒头,3,4.5,云闪付,外卖配送
4,2023/11/18 9:28,饮品,红枣豆浆,1,3,微信支付,打包带走
4,2023/11/18 9:28,鲜包,荠菜肉包,2,4,微信支付,打包带走
4,2023/11/18 9:28,粗粮&小食,红糖馒头,2,3,微信支付,打包带走
1,2023/10/26 6:07,粗粮&小食,粗粮馒头,2,4,云闪付,外卖配送
1,2023/10/26 6:07,饮品,红枣豆浆,3,9,云闪付,外卖配送
12,2023/11/10 11:48,粗粮&小食,葱油饼,2,5,云闪付,外卖配送
10,2023/10/5 6:47,粥,银耳羹,1,3,微信支付,外卖配送
10,2023/10/5 6:47,粥,小米粥,2,6,微信支付,外卖配送
10,2023/10/5 6:47,烧卖,糯米烧卖,1,1.5,微信支付,外卖配送
2,2023/10/4 6:40,鲜包,荠菜肉包,1,2,云闪付,打包带走
11,2023/10/14 11:10,饮品,豆浆,1,2.5,云闪付,打包带走
11,2023/10/14 11:10,粥,小米粥,1,3,云闪付,打包带走
11,2023/10/14 11:10,粥,玉米汁,1,3,云闪付,打包带走
6,2023/10/27 11:37,鲜包,奥尔良鸡肉包,3,6,微信支付,打包带走
6,2023/10/27 11:37,饮品,无糖豆浆,1,3,微信支付,打包带走
8,2023/11/26 7:54,鲜包,香辣粉丝包,1,2,微信支付,外卖配送
12,2023/11/26 10:50,粗粮&小食,红糖馒头,2,3,云闪付,打包带走
12,2023/11/26 10:50,鲜包,奶黄包,3,6,云闪付,打包带走
9,2023/11/2 11:22,饮品,红枣豆浆,2,6,支付宝支付,外卖配送
9,2023/11/2 11:22,粗粮&小食,葱油饼,3,7.5,支付宝支付,外卖配送
9,2023/11/2 11:22,烧卖,咸蛋黄烧卖,3,7.5,支付宝支付,外卖配送
10,2023/10/12 7:36,烧卖,鲜肉烧卖,2,4,微信支付,打包带走
10,2023/10/12 7:36,饮品,豆浆,3,7.5,微信支付,打包带走
10,2023/10/12 7:36,粗粮&小食,水煮蛋,3,4.5,微信支付,打包带走
5,2023/10/27 11:45,粗粮&小食,粗粮馒头,2,4,云闪付,外卖配送
5,2023/10/27 11:45,鲜包,奥尔良鸡肉包,2,4,云闪付,外卖配送
11,2023/10/23 9:03,饮品,无糖豆浆,1,3,微信支付,外卖配送
1,2023/10/19 9:23,粥,南瓜粥,2,6,云闪付,打包带走
4,2023/11/19 10:00,烧卖,咸蛋黄烧卖,3,7.5,微信支付,打包带走
4,2023/11/19 10:00,粥,玉米汁,3,9,微信支付,打包带走
4,2023/11/19 10:00,鲜包,酸豆角包,1,2,微信支付,打包带走
1,2023/10/15 9:34,粗粮&小食,葱油饼,1,2.5,微信支付,外卖配送
1,2023/10/15 9:34,烧卖,咸蛋黄烧卖,3,7.5,微信支付,外卖配送
3,2023/10/30 11:08,鲜包,荠菜肉包,1,2,支付宝支付,打包带走
10,2023/11/22 7:50,鲜包,酸豆角包,1,2,云闪付,外卖配送
10,2023/11/22 7:50,粗粮&小食,水煮蛋,2,3,云闪付,外卖配送
10,2023/11/22 7:50,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
9,2023/10/10 6:01,粗粮&小食,葱油饼,2,5,微信支付,外卖配送
1,2023/10/1 9:24,烧卖,咸蛋黄烧卖,2,5,云闪付,打包带走
11,2023/11/29 6:20,饮品,豆浆,2,5,支付宝支付,外卖配送
11,2023/11/29 6:20,粗粮&小食,茶叶蛋,2,4,支付宝支付,外卖配送
4,2023/11/14 10:25,粗粮&小食,粗粮馒头,3,6,支付宝支付,打包带走
4,2023/11/14 10:25,烧卖,咸蛋黄烧卖,3,7.5,支付宝支付,打包带走
4,2023/11/14 10:25,鲜包,奥尔良鸡肉包,1,2,支付宝支付,打包带走
12,2023/10/2 9:03,粗粮&小食,水煮蛋,3,4.5,支付宝支付,打包带走
12,2023/10/2 9:03,饮品,红枣豆浆,1,3,支付宝支付,打包带走
12,2023/10/2 9:03,鲜包,酸豆角包,3,6,支付宝支付,打包带走
13,2023/10/17 6:46,粥,银耳羹,3,9,微信支付,外卖配送
13,2023/10/17 6:46,粗粮&小食,红糖馒头,1,1.5,微信支付,外卖配送
1,2023/10/16 8:39,粥,玉米汁,2,6,云闪付,外卖配送
1,2023/10/16 8:39,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
1,2023/10/16 8:39,饮品,红枣豆浆,1,3,云闪付,外卖配送
6,2023/10/30 9:19,饮品,红枣豆浆,1,3,支付宝支付,打包带走
6,2023/10/30 9:19,粗粮&小食,水煮蛋,1,1.5,支付宝支付,打包带走
6,2023/11/15 10:58,鲜包,香菇菜包,1,2,微信支付,外卖配送
5,2023/11/21 10:51,粥,玉米汁,2,6,云闪付,打包带走
14,2023/10/19 6:11,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
7,2023/11/12 6:33,粗粮&小食,粗粮馒头,3,6,云闪付,外卖配送
7,2023/11/12 6:33,粗粮&小食,葱油饼,2,5,云闪付,外卖配送
8,2023/10/13 8:27,粥,玉米汁,2,6,云闪付,打包带走
8,2023/10/13 8:27,粗粮&小食,茶叶蛋,2,4,云闪付,打包带走
8,2023/10/13 8:27,粥,黑米粥,2,6,云闪付,打包带走
8,2023/11/8 9:21,鲜包,香辣粉丝包,2,4,云闪付,外卖配送
14,2023/11/19 7:16,烧卖,咸蛋黄烧卖,3,7.5,支付宝支付,外卖配送
9,2023/10/7 9:54,鲜包,香菇菜包,2,4,支付宝支付,外卖配送
9,2023/10/7 9:54,粗粮&小食,红糖馒头,2,3,支付宝支付,外卖配送
9,2023/10/7 9:54,鲜包,奥尔良鸡肉包,2,4,支付宝支付,外卖配送
11,2023/10/4 11:27,粗粮&小食,葱油饼,2,5,云闪付,打包带走
11,2023/10/4 11:27,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
11,2023/10/4 11:27,饮品,无糖豆浆,1,3,云闪付,打包带走
7,2023/11/16 9:12,粥,南瓜粥,1,3,支付宝支付,打包带走
1,2023/11/4 8:14,粗粮&小食,粗粮馒头,2,4,支付宝支付,打包带走
1,2023/11/4 8:14,饮品,红枣豆浆,2,6,支付宝支付,打包带走
1,2023/11/4 8:14,粥,玉米汁,3,9,支付宝支付,打包带走
7,2023/11/28 6:09,烧卖,鲜肉烧卖,2,4,支付宝支付,打包带走
7,2023/11/28 6:09,粗粮&小食,茶叶蛋,2,4,支付宝支付,打包带走
11,2023/11/11 6:49,饮品,红枣豆浆,1,3,支付宝支付,打包带走
11,2023/11/11 6:49,饮品,豆浆,2,5,支付宝支付,打包带走
11,2023/11/11 6:49,粥,玉米汁,2,6,支付宝支付,打包带走
7,2023/10/9 9:05,粥,玉米汁,1,3,微信支付,打包带走
7,2023/10/9 9:05,粥,小米粥,3,9,微信支付,打包带走
7,2023/10/9 9:05,粗粮&小食,葱油饼,3,7.5,微信支付,打包带走
4,2023/11/14 7:19,粗粮&小食,红糖馒头,3,4.5,微信支付,打包带走
4,2023/11/14 7:19,烧卖,咸蛋黄烧卖,1,2.5,微信支付,打包带走
4,2023/11/14 7:19,烧卖,咸蛋黄烧卖,1,2.5,微信支付,打包带走
7,2023/10/20 7:06,烧卖,咸蛋黄烧卖,3,7.5,微信支付,打包带走
7,2023/10/20 7:06,鲜包,荠菜肉包,3,6,微信支付,打包带走
7,2023/10/20 7:06,饮品,豆浆,1,2.5,微信支付,打包带走
10,2023/10/20 6:15,饮品,豆浆,2,5,微信支付,打包带走
7,2023/10/3 7:27,烧卖,咸蛋黄烧卖,1,2.5,微信支付,外卖配送
7,2023/10/3 7:27,烧卖,鲜肉烧卖,2,4,微信支付,外卖配送
14,2023/10/10 8:37,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
14,2023/10/10 8:37,饮品,无糖豆浆,1,3,支付宝支付,打包带走
14,2023/10/10 8:37,饮品,无糖豆浆,2,6,支付宝支付,打包带走
12,2023/10/23 9:00,鲜包,香辣粉丝包,2,4,微信支付,外卖配送
12,2023/10/23 9:00,烧卖,咸蛋黄烧卖,2,5,微信支付,外卖配送
8,2023/11/4 7:53,烧卖,糯米烧卖,2,3,支付宝支付,外卖配送
11,2023/11/27 6:33,粥,玉米汁,1,3,支付宝支付,打包带走
11,2023/11/27 6:33,烧卖,鲜肉烧卖,1,2,支付宝支付,打包带走
11,2023/11/27 6:33,饮品,红枣豆浆,3,9,支付宝支付,打包带走
1,2023/10/6 9:39,粗粮&小食,茶叶蛋,1,2,云闪付,外卖配送
1,2023/10/6 9:39,烧卖,鲜肉烧卖,1,2,云闪付,外卖配送
1,2023/10/6 9:39,粗粮&小食,水煮蛋,3,4.5,云闪付,外卖配送
8,2023/11/8 8:42,烧卖,糯米烧卖,1,1.5,微信支付,外卖配送
8,2023/11/8 8:42,烧卖,咸蛋黄烧卖,3,7.5,微信支付,外卖配送
8,2023/11/8 8:42,鲜包,酸豆角包,1,2,微信支付,外卖配送
12,2023/10/30 6:51,粗粮&小食,粗粮馒头,3,6,支付宝支付,打包带走
5,2023/11/29 9:33,粗粮&小食,葱油饼,1,2.5,支付宝支付,外卖配送
5,2023/11/29 9:33,饮品,无糖豆浆,1,3,支付宝支付,外卖配送
6,2023/11/21 9:08,饮品,豆浆,2,5,支付宝支付,打包带走
13,2023/10/15 6:02,粗粮&小食,茶叶蛋,2,4,支付宝支付,外卖配送
13,2023/10/15 6:02,烧卖,鲜肉烧卖,1,2,支付宝支付,外卖配送
13,2023/10/15 6:02,粥,南瓜粥,1,3,支付宝支付,外卖配送
1,2023/11/24 10:05,烧卖,鲜肉烧卖,2,4,支付宝支付,外卖配送
1,2023/11/24 10:05,烧卖,咸蛋黄烧卖,1,2.5,支付宝支付,外卖配送
1,2023/11/24 10:05,粗粮&小食,茶叶蛋,3,6,支付宝支付,外卖配送
7,2023/11/6 9:49,鲜包,豆沙包,2,4,微信支付,外卖配送
7,2023/11/6 9:49,粗粮&小食,水煮蛋,2,3,微信支付,外卖配送
7,2023/11/6 9:49,粥,南瓜粥,1,3,微信支付,外卖配送
7,2023/10/5 6:30,粗粮&小食,红糖馒头,2,3,微信支付,打包带走
8,2023/10/29 8:14,鲜包,梅干菜肉包,3,6,云闪付,外卖配送
8,2023/10/29 8:14,烧卖,鲜肉烧卖,2,4,云闪付,外卖配送
8,2023/10/2 7:05,饮品,豆浆,2,5,微信支付,外卖配送
8,2023/10/2 7:05,粗粮&小食,葱油饼,2,5,微信支付,外卖配送
3,2023/11/20 9:37,烧卖,咸蛋黄烧卖,2,5,云闪付,外卖配送
2,2023/10/14 11:13,烧卖,鲜肉烧卖,2,4,云闪付,打包带走
14,2023/10/31 7:58,粥,银耳羹,1,3,微信支付,打包带走
14,2023/10/31 7:58,粥,银耳羹,1,3,微信支付,打包带走
10,2023/11/25 7:13,烧卖,咸蛋黄烧卖,1,2.5,支付宝支付,外卖配送
10,2023/11/25 7:13,饮品,豆浆,2,5,支付宝支付,外卖配送
10,2023/11/25 7:13,烧卖,糯米烧卖,3,4.5,支付宝支付,外卖配送
13,2023/11/17 10:44,烧卖,糯米烧卖,2,3,支付宝支付,打包带走
1,2023/10/9 10:17,鲜包,荠菜肉包,1,2,微信支付,外卖配送
1,2023/10/9 10:17,烧卖,咸蛋黄烧卖,2,5,微信支付,外卖配送
4,2023/10/10 8:59,饮品,红枣豆浆,2,6,微信支付,打包带走
3,2023/11/18 7:04,饮品,无糖豆浆,2,6,云闪付,外卖配送
3,2023/11/8 8:10,烧卖,咸蛋黄烧卖,3,7.5,云闪付,外卖配送
3,2023/11/8 8:10,烧卖,糯米烧卖,1,1.5,云闪付,外卖配送
1,2023/11/27 7:34,烧卖,鲜肉烧卖,3,6,云闪付,外卖配送
1,2023/11/27 7:34,烧卖,糯米烧卖,3,4.5,云闪付,外卖配送
11,2023/10/4 6:56,粗粮&小食,粗粮馒头,1,2,云闪付,外卖配送
11,2023/10/4 6:56,烧卖,糯米烧卖,1,1.5,云闪付,外卖配送
11,2023/10/4 6:56,饮品,无糖豆浆,2,6,云闪付,外卖配送
8,2023/10/27 6:58,饮品,红枣豆浆,2,6,微信支付,外卖配送
8,2023/10/27 6:58,烧卖,糯米烧卖,1,1.5,微信支付,外卖配送
8,2023/11/13 6:07,烧卖,鲜肉烧卖,2,4,云闪付,打包带走
8,2023/10/13 8:12,烧卖,糯米烧卖,3,4.5,微信支付,打包带走
8,2023/10/13 8:12,粥,银耳羹,1,3,微信支付,打包带走
8,2023/10/13 8:12,鲜包,奶黄包,3,6,微信支付,打包带走
4,2023/10/27 9:18,饮品,红枣豆浆,3,9,云闪付,外卖配送
4,2023/10/27 9:18,粥,银耳羹,1,3,云闪付,外卖配送
12,2023/10/22 11:07,烧卖,咸蛋黄烧卖,2,5,支付宝支付,打包带走
12,2023/10/22 11:07,烧卖,糯米烧卖,1,1.5,支付宝支付,打包带走
7,2023/11/11 7:29,粥,玉米汁,3,9,微信支付,外卖配送
7,2023/11/11 7:29,饮品,红枣豆浆,2,6,微信支付,外卖配送
7,2023/11/11 7:29,粥,小米粥,1,3,微信支付,外卖配送
4,2023/11/12 9:39,饮品,无糖豆浆,3,9,支付宝支付,外卖配送
9,2023/11/22 10:11,烧卖,咸蛋黄烧卖,3,7.5,云闪付,外卖配送
9,2023/11/22 10:11,鲜包,酸豆角包,3,6,云闪付,外卖配送
9,2023/11/22 10:11,饮品,红枣豆浆,3,9,云闪付,外卖配送
1,2023/10/23 9:17,鲜包,酸豆角包,1,2,支付宝支付,打包带走
15,2023/10/13 11:06,烧卖,咸蛋黄烧卖,3,7.5,微信支付,打包带走
15,2023/10/13 11:06,粥,黑米粥,3,9,微信支付,打包带走
15,2023/10/13 11:06,鲜包,香辣粉丝包,1,2,微信支付,打包带走
8,2023/11/17 10:28,鲜包,荠菜肉包,3,6,微信支付,打包带走
8,2023/11/17 10:28,粥,南瓜粥,3,9,微信支付,打包带走
8,2023/11/17 10:28,鲜包,鲜汁肉包,1,2.5,微信支付,打包带走
5,2023/11/18 10:17,饮品,红枣豆浆,1,3,云闪付,外卖配送
5,2023/11/18 10:17,鲜包,香辣粉丝包,3,6,云闪付,外卖配送
5,2023/11/18 10:17,粥,黑米粥,1,3,云闪付,外卖配送
10,2023/11/15 8:47,粗粮&小食,粗粮馒头,2,4,云闪付,外卖配送
4,2023/10/21 10:10,粗粮&小食,水煮蛋,1,1.5,云闪付,打包带走
4,2023/10/21 10:10,饮品,红枣豆浆,1,3,云闪付,打包带走
4,2023/10/21 10:10,鲜包,豆沙包,2,4,云闪付,打包带走
11,2023/11/11 11:37,粗粮&小食,葱油饼,2,5,支付宝支付,打包带走
11,2023/11/11 11:37,粥,小米粥,1,3,支付宝支付,打包带走
2,2023/11/18 8:09,粗粮&小食,水煮蛋,1,1.5,微信支付,打包带走
2,2023/11/18 8:09,粗粮&小食,红糖馒头,1,1.5,微信支付,打包带走
15,2023/10/21 8:09,粗粮&小食,红糖馒头,1,1.5,云闪付,打包带走
15,2023/10/21 8:09,粗粮&小食,茶叶蛋,2,4,云闪付,打包带走
13,2023/11/9 6:54,粗粮&小食,水煮蛋,2,3,支付宝支付,打包带走
13,2023/11/9 6:54,烧卖,糯米烧卖,3,4.5,支付宝支付,打包带走
13,2023/11/9 6:54,粗粮&小食,红糖馒头,2,3,支付宝支付,打包带走
6,2023/10/8 10:51,鲜包,香菇菜包,3,6,云闪付,外卖配送
8,2023/11/23 6:40,烧卖,糯米烧卖,2,3,支付宝支付,打包带走
7,2023/11/3 11:37,鲜包,豆沙包,2,4,云闪付,打包带走
7,2023/11/3 11:37,粥,黑米粥,2,6,云闪付,打包带走
12,2023/10/15 6:45,饮品,豆浆,3,7.5,支付宝支付,打包带走
12,2023/10/15 6:45,饮品,红枣豆浆,1,3,支付宝支付,打包带走
5,2023/11/17 9:10,粗粮&小食,红糖馒头,2,3,支付宝支付,打包带走
13,2023/10/26 8:23,鲜包,荠菜肉包,1,2,支付宝支付,外卖配送
13,2023/10/26 8:23,饮品,豆浆,3,7.5,支付宝支付,外卖配送
13,2023/10/26 8:23,烧卖,鲜肉烧卖,1,2,支付宝支付,外卖配送
3,2023/11/13 10:13,烧卖,糯米烧卖,3,4.5,云闪付,打包带走
3,2023/11/13 10:13,烧卖,鲜肉烧卖,1,2,云闪付,打包带走
8,2023/10/23 8:04,粗粮&小食,葱油饼,3,7.5,云闪付,打包带走
8,2023/10/23 8:04,鲜包,荠菜素包,1,1.5,云闪付,打包带走
12,2023/11/26 7:46,鲜包,奥尔良鸡肉包,1,2,支付宝支付,外卖配送
12,2023/11/26 7:46,烧卖,鲜肉烧卖,2,4,支付宝支付,外卖配送
6,2023/11/4 9:17,粗粮&小食,葱油饼,3,7.5,微信支付,外卖配送
6,2023/11/4 9:17,鲜包,鲜汁肉包,2,5,微信支付,外卖配送
8,2023/11/3 6:52,粥,小米粥,3,9,支付宝支付,打包带走
12,2023/10/22 7:33,饮品,无糖豆浆,3,9,微信支付,打包带走
8,2023/11/14 6:15,粗粮&小食,粗粮馒头,3,6,支付宝支付,外卖配送
6,2023/11/26 6:14,粥,玉米汁,2,6,支付宝支付,外卖配送
3,2023/11/14 10:17,粥,南瓜粥,1,3,支付宝支付,外卖配送
3,2023/11/14 10:17,饮品,无糖豆浆,1,3,支付宝支付,外卖配送
10,2023/11/2 7:24,饮品,红枣豆浆,3,9,云闪付,外卖配送
10,2023/11/2 7:24,粥,南瓜粥,3,9,云闪付,外卖配送
9,2023/10/9 11:56,粗粮&小食,粗粮馒头,1,2,云闪付,外卖配送
9,2023/10/9 11:56,烧卖,咸蛋黄烧卖,2,5,云闪付,外卖配送
9,2023/10/8 6:18,鲜包,奶黄包,1,2,支付宝支付,打包带走
14,2023/11/6 7:11,粗粮&小食,水煮蛋,1,1.5,支付宝支付,外卖配送
14,2023/11/6 7:11,饮品,豆浆,3,7.5,支付宝支付,外卖配送
5,2023/10/18 8:51,粥,银耳羹,2,6,支付宝支付,外卖配送
8,2023/11/28 9:24,粗粮&小食,红糖馒头,2,3,支付宝支付,外卖配送
8,2023/11/28 9:24,鲜包,香菇菜包,2,4,支付宝支付,外卖配送
8,2023/11/28 9:24,粥,小米粥,2,6,支付宝支付,外卖配送
13,2023/10/12 10:02,烧卖,咸蛋黄烧卖,1,2.5,云闪付,外卖配送
13,2023/10/12 10:02,粗粮&小食,粗粮馒头,1,2,云闪付,外卖配送
1,2023/11/6 8:23,鲜包,香菇菜包,3,6,云闪付,打包带走
1,2023/11/6 8:23,粗粮&小食,茶叶蛋,1,2,云闪付,打包带走
10,2023/11/14 7:29,饮品,红枣豆浆,1,3,微信支付,外卖配送
